SYMBOL,INDUSTRY,3D,5D,10D,15D,20D,50D,100D,150D
LIQUIDSBI,LIQUID,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
LIQUIDSHRI,LIQUID,0.04,0.11,0.2,0.3,0.39,0.96,2.14,3.37
LLOYDSENGG,Industrial Products,1.48,-1.28,2.68,-0.55,-10.53,10.13,14.22,-18.48
LLOYDSENT,Trading - Metals,-3.89,-7.34,-11.26,-8.69,-9.57,1.08,67.58,28.92
LLOYDSME,Industrial Minerals,0.96,-1.42,-4.35,-8.27,-8.79,-7.62,6.65,-3.01
LMW,Industrial Products,1.68,3.71,0.58,1.97,-3.12,-8.14,-4.81,-4.31
LODHA,"Residential, Commercial Projects",3.74,5.53,5.38,4.47,-3.03,-12.35,6.32,-1.2
LOKESHMACH,Industrial Products,0.78,0.09,-4.25,-0.66,-3.48,-27.47,-41.89,
LOTUSDEV,Unknown,4.94,-1.51,-1.83,,,,,
LOTUSEYE,Hospital,8.79,18.71,22.5,23.59,22.13,24.76,31.38,30.71
LOVABLE,Garments & Apparels,0.34,1.22,2.91,-0.56,-2.33,-8.59,7.59,-22.51
LOWVOL,Unknown,1.49,2.97,4.22,2.71,2.44,3.66,9.03,7.09
LOWVOL1,Unknown,1.71,2.74,3.19,1.76,2.1,3.64,9.31,5.95
LOWVOLIETF,ETF,1.12,2.84,3.79,2.6,2.04,3.4,9.02,6.49
LPDC,Real Estate related services,-0.13,3.67,-2.35,-2.47,-6.4,-14.5,-42.0,
LT,Civil Construction,-0.62,-2.2,-0.44,-1.43,3.66,-1.96,3.76,2.4
LTF,Non Banking Financial Company (NBFC),5.39,10.16,9.98,9.04,3.88,16.24,39.87,55.42
LTFOODS,Other Agricultural Products,0.58,-2.23,-4.12,-10.42,-7.97,-3.63,15.16,9.56
LTGILTBEES,ETF,-0.42,-0.21,-0.87,-0.87,-1.07,-0.59,2.84,5.06
LTGILTCASE,Unknown,,,,,,,,
LTIM,Computers - Software & Consulting,2.86,2.36,3.96,1.86,-1.19,-2.95,13.3,-10.37
LTTS,IT Enabled Services,3.08,3.65,0.74,-0.47,-0.54,-6.44,-6.32,-12.09
LUMAXIND,Auto Components & Equipments,8.91,15.56,1.3,-2.12,-0.07,20.37,60.72,56.87
LUMAXTECH,Auto Components & Equipments,3.83,12.89,-1.08,2.73,0.13,13.94,103.04,81.68
LUPIN,Pharmaceuticals,-0.29,-1.37,5.98,-1.11,2.19,-3.16,-7.43,-12.89
LUXIND,Garments & Apparels,-0.11,4.1,-0.6,-5.6,-7.84,-11.95,-7.21,-26.54
LXCHEM,Specialty Chemicals,-2.46,15.86,15.92,7.73,5.5,1.02,14.43,-7.57
LYKALABS,Pharmaceuticals,-0.76,-1.87,-5.04,-12.55,-11.7,-15.39,-9.61,-32.72
M&M,Unknown,-0.24,2.83,4.57,5.18,3.25,9.56,21.64,7.95
M&MFIN,Unknown,-2.12,0.73,2.92,1.2,0.6,-7.21,-11.04,-6.79
MACPOWER,Industrial Products,1.12,2.64,-31.25,-34.07,-33.35,-44.14,,
MADHAV,Granites & Marbles,4.84,8.25,7.47,0.52,2.23,-6.18,-1.13,-16.03
MADRASFERT,Fertilizers,5.83,4.35,2.09,-0.68,4.6,-2.63,20.2,-4.41
MAFANG,Unknown,-2.05,-1.06,0.04,0.52,1.51,14.77,27.53,15.74
MAGADSUGAR,Sugar,7.64,7.58,12.1,0.4,-5.71,-23.93,-13.08,-6.15
MAGNUM,Paper & Paper Products,4.23,3.64,-0.17,-2.59,-3.03,-15.9,-11.36,-38.9
MAHABANK,Public Sector Bank,0.69,0.36,2.41,-2.25,-2.19,-1.25,14.41,12.48
MAHAPEXLTD,Other Financial Services,-1.7,3.41,0.21,-2.35,-1.97,-10.7,-6.01,-28.39
MAHEPC,Industrial Products,17.69,20.54,26.87,22.81,18.41,24.4,17.95,47.74
MAHESHWARI,Diversified,1.53,-1.99,-0.35,-1.41,-2.07,1.21,3.47,-4.01
MAHKTECH,Unknown,-1.27,1.35,4.37,6.34,4.37,11.69,3.41,41.46
MAHLIFE,"Residential, Commercial Projects",1.83,1.62,-1.63,-4.11,-8.69,-1.14,3.6,-21.86
MAHLOG,Logistics Solution Provider,0.22,-2.72,3.96,-7.06,-9.17,-6.25,21.91,-11.83
MAHSCOOTER,Investment Company,-2.75,0.07,4.48,-0.68,4.49,6.64,51.97,64.24
MAHSEAMLES,Iron & Steel Products,-0.3,-1.47,0.7,-2.16,-8.15,-6.16,-5.26,-2.63
MAITHANALL,Ferro & Silica Manganese,-1.59,1.85,3.23,-1.34,-6.35,-9.71,17.1,0.55
MAKEINDIA,Unknown,0.64,2.65,3.0,1.6,0.93,1.01,8.84,6.58
MALLCOM,Other Industrial Products,2.08,-1.12,-0.52,-3.68,-5.45,14.8,0.99,-15.76
MALUPAPER,Paper & Paper Products,0.9,0.71,1.35,-4.64,-7.21,-9.19,7.2,-16.45
MAMATA,Industrial Products,1.21,2.21,-10.04,-20.4,-14.0,-5.1,5.58,
MANAKALUCO,Aluminium,-3.34,-6.65,-7.65,-3.44,-12.81,1.64,30.82,-3.12
MANAKCOAT,Iron & Steel Products,5.06,6.24,3.16,-5.36,-1.85,19.93,,
MANAKSIA,Iron & Steel Products,3.54,4.02,-3.71,-8.29,-12.74,-0.7,11.77,-14.79
MANALIPETC,Petrochemicals,5.82,3.59,7.0,-1.36,-10.7,15.87,11.29,12.74
MANAPPURAM,Non Banking Financial Company (NBFC),-0.62,3.69,3.61,3.43,-2.91,-1.11,10.39,48.24
MANBA,Non Banking Financial Company (NBFC),-0.74,-1.77,-1.05,1.15,-0.12,-7.95,-0.99,-9.6
MANCREDIT,Non Banking Financial Company (NBFC),0.75,0.94,0.25,-2.13,-6.49,-4.08,11.4,9.87
MANGALAM,Pharmaceuticals,-2.0,7.24,-6.81,-10.3,-13.76,-4.49,-1.83,-30.85
MANGCHEFER,Fertilizers,3.18,4.22,-1.92,1.45,11.62,29.26,133.01,108.4
MANGLMCEM,Cement & Cement Products,0.02,3.46,3.88,2.25,2.44,-6.28,-4.54,-24.79
MANINDS,Iron & Steel Products,4.42,1.97,-5.05,-11.07,-6.89,7.56,51.12,19.52
MANINFRA,Civil Construction,5.3,3.36,-0.93,-5.6,-8.21,-2.87,6.58,-30.16
MANKIND,Pharmaceuticals,5.17,5.44,1.72,0.96,0.04,9.3,9.61,-8.06
MANOMAY,Other Textile Products,-2.1,2.55,3.48,0.7,-0.08,-5.08,-5.36,-24.5
MANORAMA,Other Food Products,0.7,3.38,-0.36,-8.43,-11.92,1.28,27.76,36.74
MANYAVAR,Speciality Retail,1.55,5.25,5.99,-1.38,-0.87,-3.17,-1.37,-35.31
MAPMYINDIA,Software Products,-2.24,-1.91,-0.43,-4.53,-4.08,-10.79,7.03,5.19
MARALOVER,Other Textile Products,-1.54,-1.78,-4.24,-21.12,-19.5,-20.13,-8.34,-27.1
MARATHON,"Residential, Commercial Projects",2.65,4.9,-0.24,-10.13,-8.87,8.84,31.54,0.58
MARICO,Edible Oil,2.67,4.15,3.5,5.21,2.64,5.63,16.87,10.91
MARKSANS,Pharmaceuticals,-1.7,-1.72,-16.05,-23.34,-23.64,-31.28,-20.6,-34.13
MARUTI,Passenger Cars & Utility Vehicles,1.51,11.27,14.02,13.17,13.09,14.68,19.78,21.63
MASFIN,Non Banking Financial Company (NBFC),1.79,1.48,1.93,1.4,-6.47,3.62,20.67,21.19
MASKINVEST,Investment Company,7.79,3.79,2.65,,,,,
MASPTOP50,Unknown,-1.83,0.43,1.87,4.36,7.53,15.65,19.14,9.98
MASTEK,Computers - Software & Consulting,-0.69,-0.51,-0.76,1.16,-2.1,1.17,9.34,-15.77
MASTERTR,Stockbroking & Allied,-8.32,-7.56,-6.26,-9.16,-1.33,-9.0,25.69,-6.87
MATRIMONY,Internet & Catalogue Retail,1.13,-3.26,-4.33,-4.45,-2.54,-0.93,-5.21,-24.33
MAWANASUG,Sugar,3.36,1.62,3.02,-5.44,-6.03,-16.28,1.09,-6.27
MAXESTATES,"Residential, Commercial Projects",2.6,0.11,3.11,-4.98,-14.98,-10.79,18.8,-23.34
MAXHEALTH,Hospital,3.18,-1.34,-1.65,-1.15,-0.42,5.31,9.06,3.43
MAXIND,Holding Company,2.57,3.71,3.53,1.08,-3.03,9.99,14.04,-17.41
MAYURUNIQ,Leather And Leather Products,4.52,4.59,6.12,-7.35,-8.94,-7.19,16.01,-7.31
MAZDA,Industrial Products,6.72,5.69,-0.65,-1.09,-5.82,15.35,-78.68,
MAZDOCK,Ship Building & Allied Services,1.04,0.69,0.12,0.29,-5.19,-16.5,4.26,23.97
MBAPL,Fertilizers,3.01,4.34,1.86,-4.06,3.25,27.92,52.65,78.59
MBEL,Unknown,3.61,3.57,10.39,,,,,
MBLINFRA,Civil Construction,4.31,4.54,4.49,0.46,-5.28,-10.87,4.23,-33.87
MCL,"Aluminium, Copper & Zinc Products",-1.39,-2.59,3.66,-2.13,0.74,-15.71,-34.68,
MCLEODRUSS,Tea & Coffee,-3.22,1.31,-0.35,-3.57,-15.44,2.24,-15.54,
MCLOUD,Computers - Software & Consulting,10.86,9.21,-8.1,-2.5,0.26,6.73,55.22,
MCX,Exchange and Data Platform,-4.6,-4.94,2.38,1.8,-4.05,3.27,46.99,35.35
MEDANTA,Hospital,3.45,2.51,3.82,6.38,5.86,16.21,12.92,29.97
MEDIASSIST,Insurance Distributors,2.35,-1.83,-0.97,-0.22,0.99,8.8,22.85,-10.01
MEDICAMEQ,Pharmaceuticals,2.65,4.99,-3.82,-8.56,-7.63,-14.65,-24.21,-26.99
MEDICO,Pharmaceuticals,-4.52,-4.46,4.27,-1.89,5.22,-15.72,-12.56,-33.54
MEDPLUS,Pharmacy Retail,-0.37,3.05,-0.9,-11.33,-6.32,-6.68,13.42,-1.6
MEGASTAR,Other Food Products,1.93,1.93,-10.39,-12.44,-14.03,-5.16,12.39,-17.68
MENONBE,Auto Components & Equipments,-1.49,0.36,-0.05,-7.4,1.73,4.55,31.72,9.15
METAL,Unknown,1.27,1.71,2.47,1.27,-0.73,0.42,2.47,13.3
METALIETF,ETF,1.06,1.39,2.26,1.06,-0.73,0.53,2.81,12.95
METROBRAND,Footwear,2.41,4.03,1.2,-5.22,-4.6,-7.23,7.66,-8.77
METROPOLIS,Healthcare Service Provider,-0.55,1.4,4.85,6.69,7.95,27.62,33.57,7.75
MFSL,Life Insurance,1.16,4.48,11.38,10.01,7.07,8.01,43.36,52.23
MGEL,Other Agricultural Products,-1.33,-0.37,-3.04,-7.39,-3.9,29.21,14.97,-46.73
MGL,LPG/CNG/PNG/LNG Supplier,-0.72,-0.98,2.89,-5.83,-10.33,-5.7,-4.32,4.68
MHLXMIRU,Other Textile Products,-2.11,-1.75,2.03,0.62,-2.15,0.95,-28.49,
MHRIL,Hotels & Resorts,2.24,1.13,3.01,0.75,-1.33,1.36,11.41,-1.36
MICEL,Other Industrial Products,0.79,4.68,-4.49,-8.21,-11.39,-26.81,-19.53,-41.96
MID150,Unknown,2.27,5.82,5.48,2.97,1.76,2.46,,
MID150BEES,ETF,0.89,1.93,1.8,-0.05,-1.76,-1.58,10.72,4.11
MID150CASE,Unknown,0.85,1.9,1.9,-0.19,-1.92,-1.02,10.98,4.49
MIDCAP,Unknown,1.34,2.55,3.02,0.41,-1.23,-1.41,10.89,5.54
MIDCAPETF,ETF,0.88,1.91,1.77,-0.23,-1.89,-1.44,10.74,4.19
MIDCAPIETF,ETF,0.91,1.84,1.7,-0.41,-1.99,-1.56,10.65,4.09
MIDHANI,Aerospace & Defense,0.12,-2.2,-2.55,-2.85,-5.85,-10.39,31.47,18.83
MIDQ50ADD,Unknown,1.35,2.33,1.69,-0.67,-1.76,-2.26,9.95,2.05
MIDSELIETF,ETF,1.33,1.86,1.92,0.11,-1.46,-0.9,6.83,-1.35
MIDSMALL,Unknown,0.73,1.74,0.71,-1.24,-3.82,-5.08,8.93,-2.76
MINDACORP,Auto Components & Equipments,-2.08,1.87,5.3,-1.16,-3.13,-12.75,-7.59,-5.46
MIRZAINT,Leather And Leather Products,-0.24,0.33,-4.19,-2.28,3.31,5.44,10.79,-7.85
MITCON,Consulting Services,-2.32,-4.3,-5.43,-8.19,-11.32,-16.96,-8.49,-37.51
MITTAL,Garments & Apparels,-3.51,2.48,-2.94,-2.94,0.0,10.0,-6.78,-21.05
MMFL,Auto Components & Equipments,3.33,6.54,-4.01,-8.77,-12.22,-18.12,-11.64,-26.49
MMP,Aluminium,7.0,18.01,10.66,2.59,-1.67,7.89,11.89,-14.8
MMTC,Trading & Distributors,3.27,3.8,0.26,-0.79,-5.93,1.86,17.84,-10.19
MNC,Unknown,1.79,3.75,4.07,2.9,1.24,3.71,11.9,5.82
MOALPHA50,Unknown,0.45,1.71,0.37,-1.89,-3.03,,,
MOBIKWIK,Financial Technology (Fintech),1.53,1.18,-2.29,-8.13,-11.48,-18.57,-29.59,-60.1
MOCAPITAL,Unknown,-1.18,0.13,1.95,0.72,-4.36,-3.66,31.96,
MODEFENCE,Unknown,-1.47,-1.58,-1.65,-1.6,-5.99,-12.4,19.35,20.74
MODISONLTD,Other Electrical Equipment,-2.55,0.64,-1.29,-6.84,-15.27,-4.56,17.0,-8.93
MODTHREAD,Other Textile Products,33.05,27.81,16.36,16.39,21.6,33.23,59.67,
MOGOLD,ETF,-0.85,-0.95,-1.2,,,,,
MOGSEC,Unknown,-0.15,-0.06,-0.88,-1.39,-0.77,-0.37,3.1,6.07
MOHEALTH,Unknown,0.4,0.38,2.61,-2.54,-0.42,2.15,5.73,0.07
MOHITIND,Other Textile Products,-5.37,-4.36,5.79,7.77,5.95,8.49,25.05,
MOIL,Industrial Minerals,0.84,-0.36,0.69,-4.8,-16.11,-15.85,-3.48,-2.15
MOINFRA,Unknown,0.7,0.41,0.7,-1.18,-2.23,-4.8,,
MOKSH,"Gems, Jewellery And Watches",-2.01,0.59,1.34,-0.73,-1.87,-8.03,-6.64,-27.23
MOL,Pesticides & Agrochemicals,2.71,3.19,-0.78,-14.67,-12.79,-5.8,27.42,5.9
MOLDTECH,Civil Construction,1.33,9.22,13.6,3.11,1.23,-1.4,26.13,-16.88
MOLDTKPAC,Packaging,3.28,1.15,3.02,-4.54,8.9,16.01,83.67,30.24
MOLOWVOL,Unknown,1.01,3.03,2.64,0.74,0.16,1.19,8.26,4.73
MOM100,Unknown,0.89,1.79,1.69,-0.35,-2.62,-2.62,10.07,3.9
MOM30IETF,ETF,0.19,2.12,2.49,1.59,-1.45,-2.43,7.96,-2.34
MOM50,Unknown,0.93,2.08,2.55,1.34,-0.15,0.75,7.09,7.95
MOMENTUM,Unknown,0.61,2.33,2.56,1.89,-1.17,-2.47,8.07,-2.22
MOMENTUM50,Unknown,0.21,1.66,1.76,0.23,-2.57,-4.41,7.93,-4.71
MOMGF,Unknown,1.13,3.33,2.69,1.83,1.4,1.21,,
MOMIDMTM,Unknown,0.98,2.31,2.19,0.8,-0.97,,,
MOMOMENTUM,Unknown,-0.21,1.52,2.03,1.4,-1.69,-3.23,7.46,-2.8
MON100,Unknown,-1.77,-1.06,0.23,-0.51,1.63,11.08,7.46,0.48
MON50EQUAL,Unknown,0.72,2.43,3.22,2.53,1.14,1.55,,
MONARCH,Stockbroking & Allied,1.97,1.32,-0.22,-8.52,-11.36,5.23,-2.43,-24.59
MONEXT50,Unknown,1.39,2.17,2.79,1.07,0.04,-0.66,,
MONIFTY500,ETF,1.07,1.94,2.25,0.9,-0.76,0.04,8.25,5.82
MONQ50,Unknown,0.14,0.34,-0.19,1.8,2.91,7.0,-2.53,-7.98
MONTECARLO,Garments & Apparels,2.61,7.21,2.7,0.46,-2.87,-5.98,2.25,-18.65
MOPSE,Unknown,-0.14,-1.08,-0.57,-1.84,-4.3,-3.43,,
MOQUALITY,Unknown,1.31,2.68,2.41,1.4,-1.3,-1.71,9.55,3.02
MOREALTY,Unknown,2.08,3.63,2.71,0.0,-5.2,-10.19,5.17,-7.34
MOREPENLAB,Pharmaceuticals,2.8,4.08,-7.74,-17.51,-20.09,-26.91,-4.83,-30.54
MOSCHIP,Computers Hardware & Equipments,-2.77,0.47,4.07,0.86,-1.24,-10.65,4.1,
MOSILVER,Unknown,-0.49,,,,,,,
MOSMALL250,Unknown,0.94,1.9,1.72,-1.1,-4.04,-2.51,10.95,-1.33
MOTHERSON,Auto Components & Equipments,4.06,4.83,2.67,-1.03,-0.94,-38.65,-26.94,-34.17
MOTILALOFS,Stockbroking & Allied,1.19,2.2,2.65,1.7,1.94,11.58,46.25,5.34
MOTISONS,"Gems, Jewellery And Watches",5.49,11.92,4.68,-3.28,-9.67,-4.72,6.26,-24.25
MOTOGENFIN,Diversified Commercial Services,0.31,-0.72,-4.11,0.35,-7.73,-3.65,-1.28,-11.78
MOTOUR,Unknown,1.19,2.03,3.32,3.24,0.59,,,
MOVALUE,Unknown,0.51,0.22,2.13,-0.37,-3.05,-2.99,5.94,8.05
MPHASIS,Computers - Software & Consulting,5.79,5.91,7.55,1.7,4.31,6.51,14.96,-0.61
MPSLTD,E-Learning,-1.04,-1.8,-5.68,-8.2,-10.01,-16.77,-24.46,13.02
MRF,Tyres & Rubber Products,2.5,6.69,1.19,-1.27,-1.19,8.22,29.91,24.59
MRPL,Refineries & Marketing,2.58,1.52,1.25,-2.49,-18.77,-13.21,-11.6,-13.26
MSCIINDIA,Unknown,0.51,1.78,2.2,0.92,-0.67,-0.3,6.63,
MSPL,Iron & Steel Products,-0.22,-2.24,0.95,1.53,-5.46,9.03,19.67,-19.41
MSTCLTD,Trading & Distributors,-1.2,0.76,-1.39,-4.49,-9.13,-16.18,-12.18,-28.39
MSUMI,Auto Components & Equipments,8.29,13.46,10.33,13.13,2.79,-31.53,-23.64,-25.48
MTARTECH,Aerospace & Defense,-1.93,3.05,-2.64,1.59,-0.96,-12.29,4.77,-12.39
MTNL,Telecom - Cellular & Fixed line services,6.72,6.35,3.57,-4.14,-8.04,-13.2,-0.17,-2.69
MUFIN,Non Banking Financial Company (NBFC),-3.7,-5.0,-0.77,-0.35,-2.09,12.92,17.72,-12.96
MUFTI,Speciality Retail,2.67,7.12,-2.47,-26.87,-26.16,-30.04,-10.66,-27.09
MUKANDLTD,Iron & Steel,0.61,1.82,6.57,-6.92,1.22,14.33,41.46,9.19
MUKKA,Animal Feed,5.43,-2.83,-0.98,-4.16,-7.46,-14.96,-19.95,-28.87
MUKTAARTS,"Film Production, Distribution & Exhibition",-3.84,-3.08,0.2,-10.12,-11.23,-4.51,7.55,-18.91
MULTICAP,Unknown,0.93,2.01,2.08,0.12,-1.58,-0.86,8.72,4.45
MUNJALAU,Auto Components & Equipments,13.36,12.52,17.85,9.33,9.88,6.32,15.69,-9.48
MUNJALSHOW,Auto Components & Equipments,5.72,6.72,6.8,-6.05,-5.72,-0.67,23.97,0.46
MURUDCERA,Ceramics,2.51,3.76,-0.96,6.34,-1.37,-4.89,24.81,-9.26
MUTHOOTCAP,Non Banking Financial Company (NBFC),3.4,4.1,4.6,-9.24,-19.79,-11.21,1.56,-11.91
MUTHOOTFIN,Non Banking Financial Company (NBFC),-3.34,6.61,1.95,1.62,-0.53,5.4,13.74,25.32
MUTHOOTMF,Microfinance Institutions,-0.69,2.02,4.06,-4.57,-9.87,16.04,13.56,-9.17
MVGJL,"Gems, Jewellery And Watches",0.8,2.08,-3.75,-0.57,-7.57,-18.91,-8.76,-30.72
NAGAFERT,Fertilizers,-0.84,-1.83,0.51,-1.99,-5.75,-16.55,-41.81,
NAGREEKCAP,Investment Company,-2.86,-2.9,-4.56,-0.83,0.04,-7.24,1.0,
NAGREEKEXP,Other Textile Products,2.11,3.45,-0.37,1.1,0.34,-13.05,-14.0,
NAHARSPING,Other Textile Products,5.78,9.43,-1.49,-16.82,-15.83,-23.52,0.99,-12.34
NAM-INDIA,Unknown,4.07,7.85,6.09,4.72,1.94,14.38,46.11,27.26
NARMADA,Animal Feed,-3.69,2.48,1.52,15.05,4.51,30.59,1.07,
NATCAPSUQ,Pharmaceuticals,-3.37,-6.22,-9.51,-9.27,-10.56,-17.03,9.48,
NATCOPHARM,Pharmaceuticals,0.77,-2.55,-3.99,-9.45,-14.85,-5.66,6.18,-31.6
NATIONALUM,Aluminium,1.67,0.81,1.51,2.32,-3.34,0.77,2.37,-3.91
NAUKRI,Internet & Catalogue Retail,4.37,6.55,6.84,1.23,-4.22,-6.18,-80.1,-82.23
NAVA,Power Generation,16.59,9.73,11.16,10.68,7.07,27.97,39.23,-26.92
NAVINFLUOR,Specialty Chemicals,-1.04,1.45,-1.3,-3.85,-1.25,13.23,18.9,30.47
NAVKARCORP,Logistics Solution Provider,1.33,0.62,1.33,-7.11,-6.84,4.75,20.66,-16.56
NAVNETEDUL,Printing & Publication,10.33,8.93,4.09,3.12,1.74,9.77,13.13,10.52
NAZARA,Digital Entertainment,-13.24,-14.8,-12.25,-11.45,-14.94,-5.39,24.83,21.63
NBCC,Civil Construction,-1.23,-1.37,-5.24,-4.13,-8.79,-16.07,22.22,18.89
NBIFIN,Non Banking Financial Company (NBFC),-1.05,8.41,-7.56,-11.96,-15.02,-18.36,4.12,
NCC,Civil Construction,-0.08,-1.75,1.8,-1.8,-2.52,-8.13,4.59,-15.39
NCLIND,Cement & Cement Products,-1.0,0.42,1.42,-1.93,-3.77,-2.45,13.71,6.48
NDGL,Non Banking Financial Company (NBFC),-0.58,3.54,2.72,5.2,-2.92,-5.66,4.51,
NDL,Other Textile Products,-0.58,1.47,-0.86,-5.48,-8.73,-13.1,-15.02,-27.37
NDRAUTO,Auto Components & Equipments,0.8,4.62,4.5,0.65,-9.28,2.2,30.92,17.29
NECCLTD,Logistics Solution Provider,0.0,1.29,-4.86,0.37,-4.32,-16.04,-6.76,-31.1
NELCAST,Castings & Forgings,0.43,-3.14,-3.56,-0.67,-1.28,23.76,77.11,41.18
NELCO,Computers Hardware & Equipments,-0.44,-2.29,-1.01,-0.04,-3.59,-18.96,-8.07,-34.58
NEOGEN,Specialty Chemicals,1.85,3.3,0.06,-6.22,-7.19,-16.32,-16.69,-33.53
NESCO,Diversified Commercial Services,0.33,7.14,5.02,10.82,12.98,40.46,53.72,41.42
NESTLEIND,Packaged Foods,3.09,7.52,-47.19,-47.15,-51.91,-51.25,-47.9,-47.72
NETF,ETF,0.65,2.07,2.06,1.16,0.11,0.39,7.27,7.54
NETWEB,IT Enabled Services,-4.28,-1.58,-2.65,2.12,5.6,9.78,26.15,-25.22
NETWORK18,Media & Entertainment,-0.99,-1.11,-1.73,0.14,-6.41,-0.76,18.45,-15.55
NEULANDLAB,Pharmaceuticals,1.94,5.96,7.72,-0.86,0.56,1.2,15.83,-5.73
NEWGEN,Computers - Software & Consulting,-1.74,1.92,-6.55,2.17,-1.37,-28.27,-14.79,-45.77
NEXT30ADD,Unknown,0.33,1.35,2.46,1.27,0.72,0.9,8.66,
NEXT50,Unknown,1.04,2.09,2.78,1.03,0.01,-0.69,7.18,4.34
NEXT50IETF,ETF,0.85,2.07,2.68,0.99,-0.22,-0.54,7.38,4.3
NEXTMEDIA,Media & Entertainment,0.93,3.16,6.54,2.03,0.62,-10.32,,
NFL,Fertilizers,7.48,4.37,2.04,-2.37,-0.48,-9.23,13.79,-15.68
NGIL,Packaged Foods,-0.56,2.45,-4.32,-6.98,-9.86,-15.76,-25.59,-33.6
NGLFINE,Pharmaceuticals,3.98,7.5,16.28,11.56,11.61,-17.68,-32.13,
NH,Hospital,0.75,0.93,4.48,-4.64,-7.32,0.69,10.52,38.91
NHPC,Power Generation,-1.15,-3.85,-2.57,-3.11,-5.38,-9.36,-2.14,4.76
NIACL,General Insurance,1.96,6.88,4.43,-2.68,7.33,-0.02,20.11,1.73
NIBE,Aerospace & Defense,0.79,0.6,-25.18,-29.43,-26.96,-36.8,28.56,
NIF100BEES,ETF,0.59,1.63,2.26,0.73,-0.28,0.1,6.49,6.47
NIF100IETF,ETF,0.57,1.43,1.75,0.78,-0.49,-0.18,6.39,6.31
NIF10GETF,ETF,-0.31,-0.57,0.04,-0.08,-0.38,-0.35,3.47,5.66
NIF5GETF,ETF,0.45,0.18,-0.03,-0.19,-0.3,0.13,3.76,6.18
NIFITETF,ETF,2.98,2.94,3.7,0.69,-3.21,-7.33,-2.79,-16.04
NIFMID150,Unknown,1.25,1.77,2.01,0.06,-1.48,-1.17,11.05,4.15
NIFTY1,ETF,0.78,1.92,2.21,1.12,-0.12,0.55,6.34,7.62
NIFTY100EW,ETF,-0.3,2.75,2.98,1.56,0.67,0.36,8.14,
NIFTY50ADD,ETF,0.71,1.91,2.15,1.05,-0.35,0.25,6.99,7.54
NIFTYBEES,ETF,0.71,1.81,2.07,1.05,-0.17,0.42,6.86,7.57
NIFTYBETF,ETF,0.84,1.96,2.01,1.13,-0.51,0.09,6.68,7.46
NIFTYETF,ETF,0.79,1.93,2.27,1.15,-0.13,0.45,6.86,7.62
NIFTYIETF,ETF,0.65,1.77,2.04,1.05,-0.17,0.45,6.89,7.57
NIFTYQLITY,Unknown,1.8,1.8,2.73,2.38,-0.05,-0.92,8.22,1.13
NIITLTD,Education,4.15,1.33,-3.59,-2.09,-6.63,-18.33,-12.61,-37.18
NIITMTS,Education,1.86,1.35,0.76,4.26,-0.78,-5.42,-26.06,-26.57
NILAINFRA,"Residential, Commercial Projects",-0.36,0.54,-0.62,-4.36,-5.89,-11.97,13.85,-19.1
NILASPACES,"Residential, Commercial Projects",2.56,5.18,4.39,1.15,-3.44,7.93,,
NILKAMAL,Plastic Products - Consumer,1.17,1.06,-1.23,-6.98,-11.0,-10.18,-3.45,-16.81
NINSYS,Computers - Software & Consulting,2.79,-0.05,1.92,0.79,-4.15,-13.65,-10.31,-15.29
NIPPOBATRY,Household Products,1.84,-1.05,2.1,4.53,0.13,-5.21,3.97,-13.14
NIRAJ,Civil Construction,6.88,0.99,2.37,-2.94,-2.36,-11.38,-12.67,
NITCO,Ceramics,-5.4,-4.8,2.57,-2.91,-10.73,-9.28,10.1,
NITINSPIN,Other Textile Products,4.88,5.35,0.99,-6.64,-10.48,-11.89,-0.3,-11.62
NITIRAJ,Consumer Electronics,-1.85,-3.06,0.46,-0.27,-4.76,-46.5,-15.77,
NIVABUPA,General Insurance,-0.9,4.98,6.1,0.4,-1.46,3.54,15.23,9.88
NKIND,Edible Oil,-4.38,1.55,9.13,-0.4,0.72,-2.27,-9.05,
NLCINDIA,Power Generation,0.31,-2.19,1.25,-2.85,-3.16,-1.76,-7.78,-3.34
NMDC,Industrial Minerals,2.56,-1.68,-0.7,-0.97,-2.22,-3.5,2.63,10.17
NOCIL,Specialty Chemicals,4.01,5.74,5.97,-0.41,-4.09,-10.49,-1.94,-23.57
NORTHARC,Non Banking Financial Company (NBFC),2.56,4.58,11.36,4.79,-7.07,6.45,43.13,11.78
NOVAAGRI,Fertilizers,4.1,4.45,-5.4,-8.08,-13.86,-2.81,7.66,-19.66
NPBET,Unknown,0.3,1.36,1.26,-0.08,-3.29,-2.9,5.59,11.4
NPST,IT Enabled Services,-5.14,-5.57,2.12,3.49,14.21,-0.45,,
NRBBEARING,Auto Components & Equipments,4.78,5.88,8.88,1.23,-2.12,11.98,36.86,8.09
NSIL,Investment Company,0.14,0.71,1.87,0.28,-5.36,-2.98,4.4,-8.08
NSLNISP,Iron & Steel,-1.64,-9.23,7.93,4.69,-0.59,-4.57,7.66,-6.38
NTPC,Power Generation,0.82,-0.34,2.02,0.0,-1.24,0.21,-7.67,5.76
NTPCGREEN,Power Generation,2.57,2.85,-0.8,-2.31,-4.12,-7.55,-0.34,-14.4
NUCLEUS,Software Products,5.41,5.49,6.07,3.86,-4.17,-14.59,27.18,-4.77
